partition,outcome,horizon,family,selected_by_cv,reference_transparent_by_cv,subgroup_dimension,subgroup_value,n,rmsle,mae,rmse,wape,median_absolute_error,r2,spearman,coverage_90,mean_width_90,median_width_90,coverage_95,mean_width_95,median_width_95
test_spatiotemporal_unseen_country,death,1,random_forest,False,False,overall,All,205,0.120260507389,0.204708253796,1.05881976859,0.171629791532,0.019926143171,0.687164097753,0.996138791771,0.721951219512,0.0845359483866,0.076173907322,0.79512195122,0.117649221335,0.106011715177
test_spatiotemporal_unseen_country,death,1,ridge,False,False,overall,All,205,0.525714910533,8.58161157983,54.9658213132,7.1949234051,0.069407040728,-842.058962319,0.967303701021,0.814634146341,2.17486400408,0.355204266108,0.89756097561,2.65671005389,0.434031991912
test_spatiotemporal_unseen_country,death,1,xgboost,False,False,overall,All,205,0.110736391704,0.207294694131,0.993696490742,0.173798293326,0.020195028263,0.724462941083,0.995760607709,0.712195121951,0.0858783391722,0.075692541578,0.80487804878,0.125881152967,0.110950729797
test_spatiotemporal_unseen_country,death,3,elastic_net,False,False,overall,All,205,0.446336242962,5.00711270082,31.7319296698,4.19802178507,0.084656895078,-279.973571783,0.956146313605,0.79512195122,1.60161784423,0.394194940518,0.858536585366,1.87539027542,0.461756949644
test_spatiotemporal_unseen_country,death,3,extra_trees,True,False,overall,All,205,0.112054218895,0.218779722718,0.976751413576,0.18342747547,0.035933569661,0.73378004661,0.989196417378,0.707317073171,0.152840396827,0.138587071611,0.79512195122,0.210304593162,0.190692371373
test_spatiotemporal_unseen_country,death,3,gru,False,False,overall,All,205,0.0475707376688,0.096825948178,0.256390180401,0.0811800061429,0.03544682865,0.981656792364,0.983577328635,0.731707317073,0.182582594637,0.149545817687,0.868292682927,0.290836991087,0.238243516827
test_spatiotemporal_unseen_country,death,3,hist_gradient_boosting,False,False,overall,All,205,0.109633922314,0.21766577406,0.959698063387,0.182493527901,0.040425263352,0.742994899091,0.98898190581,0.70243902439,0.17209669038,0.15310177912,0.809756097561,0.234953075185,0.209023414281
test_spatiotemporal_unseen_country,death,3,logtrend10,False,False,overall,All,205,0.0442487318966,0.093512514552,0.226115008025,0.078401984681,0.034775553358,0.985733045242,0.985806020253,0.785365853659,0.221436286842,0.180968501894,0.892682926829,0.317269845961,0.259448414413
test_spatiotemporal_unseen_country,death,3,logtrend5,False,False,overall,All,205,0.0495803088403,0.0952408730023,0.203608438664,0.0798510605977,0.039866565415,0.988431846214,0.983634438857,0.765853658537,0.223389355024,0.18386590607,0.912195121951,0.337408461162,0.278009382357
test_spatiotemporal_unseen_country,death,3,persistence,False,False,overall,All,205,0.05071392562,0.0999627060302,0.224352219967,0.0838099005721,0.0486431597,0.98595462792,0.986686353443,0.770731707317,0.233413484443,0.191624949507,0.848780487805,0.302958626716,0.248982733973
test_spatiotemporal_unseen_country,death,3,pooled_ridge,False,True,overall,All,205,0.0424442396887,0.0858396647355,0.222012938592,0.071968977755,0.035125651679,0.986245998204,0.987126520037,0.780487804878,0.185724286034,0.153184759061,0.863414634146,0.254782355439,0.210143619686
